ST_protraction_elevationFrontal.csv,-1
ST_protraction_elevationSagittal.csv,-1
ST_medRotation_elevationFrontal.csv,-1
ST_medRotation_elevationSagittal.csv,-1
SC_protraction_elevationFrontal.csv,-1
SC_protraction_elevationSagittal.csv,-1
SC_elevation_elevationFrontal.csv,-1
SC_elevation_elevationSagittal.csv,-1
SC_protraction_horizontalFlexion.csv,-1
SC_elevation_horizontalFlexion.csv,-1
SC_rotation_horizontalFlexion.csv,1
ST_protraction_horizontalFlexion.csv,-1
ST_medRotation_horizontalFlexion.csv,1
